# cpu=11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz
# kernel=Linux 6.6.87.2-microsoft-standard-WSL2
# compiler=gcc 11.4.0
# date=2026-08-25T08:31:08Z
# git_sha=8a43db6
# tsc_usable=1 tsc_flags_known=1 ns_per_tick=0.357064
# timer_overhead_ns=8.57
# profile=hardened metadata_bytes=24
# counters=on
# lock=arena
workload,allocator,rep,ops,ns_total,ops_per_sec,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,timer_overhead_ns,peak_payload_bytes,peak_block_bytes,peak_blocks,util_pct,meta_bytes_per_alloc,quarantined,arena_bytes,seed
validated_access,mars,1,400000,1051865442,380276.8,2485.5,152.8,10183.5,26499.9,967966.5,8.57,65536,65568,1,99.95,32.0,0,67108864,20260810
validated_access,mars,2,400000,1070465794,373669.1,2516.2,143.5,11143.3,23026.4,10439415.7,8.57,65536,65568,1,99.95,32.0,0,67108864,20260811
validated_access,mars,3,400000,1112429061,359573.5,2561.2,141.4,10412.0,31070.3,10487315.9,8.57,65536,65568,1,99.95,32.0,0,67108864,20260812
validated_access,mars,4,400000,1177135071,339808.1,2710.5,158.5,12148.8,37103.3,2440648.5,8.57,65536,65568,1,99.95,32.0,0,67108864,20260813
validated_access,mars,5,400000,1055361230,379017.1,2448.7,144.3,10366.3,22935.0,404943.1,8.57,65536,65568,1,99.95,32.0,0,67108864,20260814
validated_access,mars,6,400000,1459251178,274113.2,3338.9,167.1,12788.6,54105.2,9939565.5,8.57,65536,65568,1,99.95,32.0,0,67108864,20260815
validated_access,mars,7,400000,943335727,424027.2,2236.7,139.3,9726.4,19552.8,314193.8,8.57,65536,65568,1,99.95,32.0,0,67108864,20260816
validated_access,mars,8,400000,983483787,406717.4,2320.9,139.3,10046.4,24671.7,584165.9,8.57,65536,65568,1,99.95,32.0,0,67108864,20260817
validated_access,mars,9,400000,1130866451,353711.1,2607.3,146.4,10823.3,38748.6,2609184.7,8.57,65536,65568,1,99.95,32.0,0,67108864,20260818
validated_access,mars,10,400000,1033958091,386862.9,2390.9,142.1,10092.1,25768.6,3073935.7,8.57,65536,65568,1,99.95,32.0,0,67108864,20260819
validated_access,mars,11,400000,1130293292,353890.4,2609.4,154.3,10412.0,30156.2,10123903.6,8.57,65536,65568,1,99.95,32.0,0,67108864,20260820
validated_access,system,1,400000,184319565,2170144.0,406.7,11.1,1716.8,2676.6,1196203.1,8.57,0,0,0,0.00,0.0,0,67108864,20260810
validated_access,system,2,400000,172830967,2314400.1,384.6,11.1,1705.3,1991.0,2488078.1,8.57,0,0,0,0.00,0.0,0,67108864,20260811
validated_access,system,3,400000,192599535,2076848.2,425.3,12.9,1842.5,2516.6,1169075.5,8.57,0,0,0,0.00,0.0,0,67108864,20260812
validated_access,system,4,400000,172121104,2323945.1,382.1,11.8,1682.5,1979.6,1228437.1,8.57,0,0,0,0.00,0.0,0,67108864,20260813
validated_access,system,5,400000,162170139,2466545.3,360.6,11.1,1545.4,1762.5,176650.5,8.57,0,0,0,0.00,0.0,0,67108864,20260814
validated_access,system,6,400000,156856538,2550100.9,347.1,10.0,1568.2,1911.0,324383.0,8.57,0,0,0,0.00,0.0,0,67108864,20260815
validated_access,system,7,400000,161694350,2473803.2,358.1,10.4,1636.8,2082.4,257025.6,8.57,0,0,0,0.00,0.0,0,67108864,20260816
validated_access,system,8,400000,167581446,2386899.1,371.7,11.4,1705.3,2025.3,178781.8,8.57,0,0,0,0.00,0.0,0,67108864,20260817
validated_access,system,9,400000,169746702,2356452.3,378.1,11.1,1568.2,1853.9,6175632.2,8.57,0,0,0,0.00,0.0,0,67108864,20260818
validated_access,system,10,400000,167795966,2383847.5,371.7,11.1,1613.9,2105.3,1341878.6,8.57,0,0,0,0.00,0.0,0,67108864,20260819
validated_access,system,11,400000,170120002,2351281.4,375.6,11.4,1682.5,2013.8,238189.4,8.57,0,0,0,0.00,0.0,0,67108864,20260820
